community,census_tract,county,hardship_index,ma_percentile,pop_total,percapita_income,percent_not_hs_grad,percent_unemployed,percent_dependent,percent_poverty,percent_crowding
,150.01, Barnstable County,31.847073951080077,58,4645,30976,8.8,6.4,38.7,7.6,1.6
,118.02, Barnstable County,31.87710948787833,58,4062,36513,2.8,3.3,45.8,6,4.3
,3141.02, Middlesex County,31.901162498043234,58,7722,29769,6.6,8.6,36.400000000000006,4.4,2.7
,3419.02, Middlesex County,31.913079851072,58,8469,30341,11,10.2,30.400000000000006,9.3,1.1
,1401.07, Suffolk County,31.9143512551654,58,2912,34207,14.8,6.6,33.39999999999999,9.5,1.5
,3701.01, Middlesex County,31.914574341760684,58,7470,42560,9,12.1,35.69999999999999,12.3,0
,5101, Plymouth County,31.916119214133108,58,4534,27694,9.1,7.9,35.5,3,2.7
,3401, Middlesex County,31.91944006464532,58,6759,40979,10.899999999999999,10.2,33.900000000000006,6.6,2.6
,6312, Bristol County,31.920887700206283,59,7334,36108,10.2,8.4,37.10000000000001,7.8,1.5
West Roxbury,1106.01, Suffolk County,31.931747715677393,59,2946,50612,3.4,9.8,50.900000000000006,9.6,0
,5211.01, Plymouth County,31.951078330263268,59,4297,32494,6.7,7.3,40.199999999999996,5.4,2.3
,4172, Norfolk County,31.97429753459691,59,8335,31449,13,7.1,27.5,10.4,3.2
,1401.02, Suffolk County,31.98192717756734,59,4700,30841,9,9,34.30000000000001,4.5,2.7
Cambridge,3522, Middlesex County,32.00061061440574,59,1897,44009,9.5,9,30,18.5,2.1
,8104.04, Hampden County,32.00256339266097,59,3829,37178,17.7,8.9,36.099999999999994,2.4,1.1
,2671.01, Essex County,32.01794672192893,59,3488,34533,6.8,6.4,34.3,14.9,2.4
,9007, Berkshire County,32.03493193900605,59,2838,28872,8.9,7,37.599999999999994,12.4,0
,9313, Berkshire County,32.04581466513808,59,1514,28082,12.4,7.4,36.300000000000004,6.8,0.7
,5442, Plymouth County,32.101281819044885,59,5834,28367,9.7,5.9,46,3.9,0
South End,709, Suffolk County,32.12769063641631,59,3153,43889,14.5,7,25.89999999999999,22.5,2
,7304.02, Worcester County,32.13240277216285,59,1712,25373,14.700000000000001,7.6,33,8.9,0
,126.01, Barnstable County,32.14281421065857,59,3770,24822,9.5,7.6,34.80000000000001,12,0
,113, Barnstable County,32.152509601640205,59,2919,41914,3,7.2,55.4,5.6,0
,7323.01, Worcester County,32.17020691311797,60,4261,33829,6.5,7.4,34,4.8,5.2
,120.01, Barnstable County,32.17206025717681,60,6063,30961,4.5,7.8,45.8,7.8,0
,2082, Essex County,32.202323010991385,60,5392,34209,8.7,5.8,42.5,10,0.9
,2219.02, Essex County,32.22378341584465,60,4094,38393,11.1,10.7,33.30000000000001,12.4,0.6
,4132, Norfolk County,32.241096407676565,60,5988,36972,8.2,7.3,40.599999999999994,9.7,1.5
,6528, Bristol County,32.24218559101265,60,3127,29475,19.6,7.6,32.7,6.9,0
,2603.01, Essex County,32.24473095101052,60,4403,32396,8.2,7.9,36.400000000000006,15.7,0
,7322.01, Worcester County,32.264618640973005,60,2787,30604,5.5,10.2,29,13.7,2.5
,407.02, Franklin County,32.27016275719235,60,4118,30114,7.5,7.8,39.1,9.7,0.8
,6541, Bristol County,32.32227804596774,60,6973,34241,13.5,9.1,34.400000000000006,2.8,2.7
,5241.01, Plymouth County,32.35880007801891,60,3180,32152,8.6,5.7,41,2.7,3.6
,8129.02, Hampden County,32.36888148216499,60,4508,36627,4.2,8.7,39.099999999999994,10.4,2.4
,7612, Worcester County,32.376402202227595,60,5653,35574,4,6.8,40.800000000000004,6.1,4.1
,7492, Worcester County,32.39287961480341,60,6190,31908,5.5,10.2,34.599999999999994,9.8,2.1
,7162, Worcester County,32.40220938175869,61,2567,26756,9.7,8.3,28.200000000000003,7.9,3.8
,1202.01, Suffolk County,32.40278330129724,61,3679,32640,9.8,9,24.19999999999999,20,2.1
,1401.05, Suffolk County,32.40730343622247,61,3997,32277,8.1,6.8,34.900000000000006,3.6,5.1
,7331.02, Worcester County,32.40850037057219,61,2185,26450,11.3,7.3,32.7,8.6,2
,7373, Worcester County,32.40983304795072,61,6540,31305,8.8,6.7,39.5,5,2.7
,3271.02, Middlesex County,32.42908257890534,61,4253,28443,6.5,9,37.9,7.3,1.5
,3216, Middlesex County,32.43191195557415,61,7811,36027,14.5,5.7,34.7,6.3,3.6
Charlestown,408.01, Suffolk County,32.43974391115033,61,4098,57607,14.1,5,26,31.1,3.4
,6161, Bristol County,32.44798595011962,61,6547,34276,11.9,9.2,36.300000000000004,3.6,2.4
,7221, Worcester County,32.46181378833482,61,5448,29877,4.8,7.3,39.1,5,3.6
,5302, Plymouth County,32.51888949361543,61,3803,32526,11.899999999999999,5.2,38.5,12.7,0.9
Revere,1703, Suffolk County,32.520769939530545,61,8985,31590,14.8,6.5,30.39999999999999,10.2,2.7
,6554, Bristol County,32.53219462299155,61,3903,33749,11.100000000000001,8.9,37.2,6.6,1.6
,4009, Norfolk County,32.54845439948193,61,4268,48512,3.0999999999999996,7.6,37.2,15.2,4.9
,8125, Hampden County,32.559589882586025,61,7767,30112,7.7,7.2,37.5,9.4,2.1
,4175.01, Norfolk County,32.56570764070532,62,4962,32771,17.1,9.9,29.700000000000003,8.3,1.1
,6441.01, Bristol County,32.599596093026975,62,6236,34011,14.600000000000001,7.6,40.5,4.9,0.7
,9003, Berkshire County,32.60091632883258,62,2655,27063,8.3,9.8,35.3,11.7,0
,3686, Middlesex County,32.61673720931482,62,5647,36416,15.6,6.5,23.799999999999997,9.4,6
,3125.01, Middlesex County,32.620963347617455,62,4452,35028,13.3,8,35.7,14,0
,8224.02, Hampshire County,32.626722562248844,62,5416,32047,4,12.4,28.5,15,2.2
,8128, Hampden County,32.63953175509106,62,7123,30522,10.3,8.7,34.60000000000001,6.8,2.4
,125.02, Barnstable County,32.66283829368131,62,3135,33651,6.8,9.8,32.80000000000001,12.7,2.3
,4194, Norfolk County,32.68098942296342,62,2829,32383,7.6,8.6,38,8.1,2.1
,101, Barnstable County,32.80100462153306,62,2962,42918,7.6,12.3,34.900000000000006,14.2,1.2
Back Bay,106, Barnstable County,32.82062464381075,62,3419,42284,2.1,7.1,51.6,9.8,1.3
,1402.01, Suffolk County,32.822311674620444,62,2368,34612,9.6,9.1,30.299999999999997,6.7,4.9
,7092.01, Worcester County,32.82320644432322,62,6499,32898,8.8,9.1,33.8,12.6,1.8
,4.02, Suffolk County,32.827608323426325,62,3176,28384,2.5,8.7,22.200000000000003,23.3,4.1
,9222, Berkshire County,32.84783313168594,63,3777,24564,10.399999999999999,10,34.599999999999994,9.5,0
,8124.03, Hampden County,32.89030000465641,63,3751,29466,7.8,11.3,37,7.4,0.8
,3834, Middlesex County,32.896307750251616,63,5980,29110,19.6,4.5,29.299999999999997,11.9,2.2
,7372, Worcester County,32.90078092828801,63,1770,28880,13.799999999999999,6.3,37.900000000000006,7.5,1.3
,7097.02, Worcester County,32.922750593965695,63,2629,26482,9.2,2.7,43.7,15.3,0
,121.02, Barnstable County,32.932765352889426,63,2827,34735,6.8,7,45.400000000000006,6.4,1.9
,9121, Berkshire County,32.93843764289766,63,6709,29726,4.1,8.9,40.3,14.9,0
,8024, Hampden County,32.95426939578117,63,3794,32491,7,6.8,38.7,9.2,3.1
,8205, Hampshire County,32.96482406475004,63,6176,23356,1.9000000000000001,4.3,22.60000000000001,42.7,0
,6122, Bristol County,32.96624320372437,63,8983,34990,7.699999999999999,8.2,40.5,7.2,2.5
,8101, Hampden County,32.96746910902103,63,6113,29239,10.600000000000001,8.2,35.8,6.3,2.5
,103.06, Barnstable County,32.97947828735908,63,2948,35971,4.7,10.8,40.5,8.7,1.7
,1103.01, Suffolk County,33.01321286422409,63,2663,29798,17.5,8.2,31.89999999999999,8.3,1.2
,1802, Suffolk County,33.01985106830134,63,3966,30951,6.800000000000001,10.9,38.099999999999994,11.9,0
,6311, Bristol County,33.02044051455492,63,8602,29399,12.3,5.1,39,7.9,2.2
,7575, Worcester County,33.03339406070355,64,4256,29881,11,8,37.2,13.4,0
,2001, Dukes County,33.09910027176241,64,4055,31218,3.3,8.4,31.700000000000003,19,2.8
,3685, Middlesex County,33.13042219558336,64,2762,34321,21.3,5,18.5,19.4,4.1
Cambridge,3549, Middlesex County,33.149842843038755,64,6169,39660,10.399999999999999,4.5,31.900000000000006,17.8,4.6
,3836, Middlesex County,33.15328762515926,64,6082,34948,6.5,3.7,37.099999999999994,17.3,3.8
,2525.02, Essex County,33.162325397293294,64,4592,28439,9.1,4.9,39.49999999999999,11.4,2.1
,9334, Berkshire County,33.18965109618232,64,2394,33230,8.5,8.6,40.400000000000006,7.9,1.8
,9251, Berkshire County,33.20407495022221,64,6975,32795,10,9,39.2,8.4,1.3
,7444, Worcester County,33.21455931734673,64,4288,27185,9.6,7.8,36.900000000000006,9.9,1.5
,2083, Essex County,33.2387490735505,64,7309,31631,8.700000000000001,11.9,37.2,8.4,0.6
,5031.01, Plymouth County,33.28706674247916,64,7312,45525,4.5,8.3,40.9,6.5,5.8
,146, Barnstable County,33.295193616035114,64,4143,34174,9.8,10.6,43.1,6.5,0
,6531.02, Bristol County,33.35665728401404,64,6005,24466,26.6,9.8,24,2.9,1.3
,102.03, Suffolk County,33.37561650207355,64,4972,35014,6.1,4.1,8.799999999999997,48.3,4.5
,2521.01, Essex County,33.37603920799106,65,3593,28493,10.100000000000001,6.3,37.9,9.5,2.4
,9502, Nantucket County,33.432360779063586,65,5140,37374,8.3,3.7,30.30000000000001,18.3,6.1
,7051, Worcester County,33.43337529660417,65,8120,28562,9.7,10.3,38.00000000000001,10.4,0
Somerville,3514.03, Middlesex County,33.43573312197287,65,4158,31823,22.3,1.4,23.89999999999999,14.1,5.5
,9221, Berkshire County,33.44360431871117,65,2466,24971,12.7,3.4,42.8,12.6,0
,103, Suffolk County,33.457344672664036,65,5233,7011,6.3999999999999995,10.6,2.0999999999999943,24.3,5.6
,1101.03, Suffolk County,33.48527772310508,65,6557,29985,11.3,6.2,28.5,20.9,2.3
,814, Suffolk County,33.48739470852502,65,2861,27156,12.2,7.7,22.799999999999997,29.6,0
,7.03, Suffolk County,33.515571534350734,65,2146,20156,4.4,9.6,4.700000000000003,44.4,2.1
,4177.02, Norfolk County,33.526111919519444,65,2870,36683,7.699999999999999,11.7,38.8,9.1,1.5
,3161.02, Middlesex County,33.53683302077491,65,6880,38949,8.7,9,37.099999999999994,12.5,2.7
,133, Barnstable County,33.53976518357478,65,3277,36572,4.9,7.6,44.400000000000006,7.7,3.2
,8211, Hampshire County,33.54284828389108,65,6810,29515,10.6,7.6,35.5,12.2,1.9
,6553, Bristol County,33.55483243577736,65,3511,30179,11.3,7.4,38.7,10.2,1.4
Cambridge,3531.02, Middlesex County,33.589408983837274,65,4922,12558,0,8.5,2.700000000000003,39.9,5
,2107, Essex County,33.61119599879691,66,4520,25011,15.1,6.6,31.299999999999997,13.2,1.5
Charlestown,401, Franklin County,33.62402089096485,66,4519,28955,8.7,8,39.400000000000006,10.9,1.3
,2525.01, Essex County,33.63320644565375,66,3964,26427,14.5,7.7,32.900000000000006,11.8,1.2
,7111, Worcester County,33.651645482864346,66,5332,25560,13.799999999999999,11.6,32.400000000000006,9.3,0
Dorchester,922, Suffolk County,33.69701175876006,66,3264,33372,17.6,8.7,28.10000000000001,8,3.8
,3332, Middlesex County,33.71833768747218,66,5019,31928,4.7,9.5,37.9,9.6,3.3
,6461.01, Bristol County,33.722157355379785,66,7566,32129,19.6,8.1,39.4,4.1,0.5
,6416, Bristol County,33.74742279730719,66,2010,26997,12.5,6.9,31.799999999999997,19.4,0.6
Dorchester,910.01, Suffolk County,33.761365110780616,66,3217,37022,18,8.9,28.299999999999997,11.6,3.1
,3601, Middlesex County,33.761489824446194,66,2008,24e3,0.2,10.9,48.7,5.6,0
Cambridge,3526, Middlesex County,33.783064223040505,66,2412,36035,14.100000000000001,9.1,23.19999999999999,21.7,2.8
,3416, Middlesex County,33.8481296346689,66,6478,28592,11.5,9.7,30.700000000000003,10,3
,110.02, Barnstable County,33.851230394700636,66,4258,35011,9.6,9.6,43.6,7.8,0.9
,7074, Worcester County,33.875813990376564,66,4441,25591,13,8.9,35.2,8,1.5
South End,711.01, Suffolk County,33.89236724721228,67,4067,54668,13.4,4.8,21.400000000000006,36.5,5
,3417, Middlesex County,33.896140536982976,67,4957,25297,11.9,6,42.10000000000001,11.4,0
Charlestown,404.01, Suffolk County,33.927510263659094,67,2523,52650,10.6,9.3,33.3,21.8,3.3
,4.01, Suffolk County,33.96573312830936,67,5265,33122,17.1,4.2,28.299999999999997,23.5,2
Cambridge,3527, Middlesex County,33.97562164140303,67,2319,32279,15.6,7.7,17,13.9,7.3
,3224, Middlesex County,34.009947049144195,67,4721,33196,10.399999999999999,7.3,38,9.2,3.4
,6301.02, Bristol County,34.04061365304014,67,4139,27935,12.5,13.5,31.200000000000003,9.8,0.5
,7310.01, Worcester County,34.06030599731667,67,2374,26164,13.2,11.3,34.400000000000006,5.3,1.5
,8219.03, Hampshire County,34.10064844865921,67,3394,27284,8.5,9.9,22.89999999999999,31.8,0
,114, Barnstable County,34.12200725034439,67,3065,41400,4.3,5,57.4,13.7,0
,2052, Essex County,34.139070187332315,67,5558,31676,16.1,7.7,34.8,12,1.5
,4176.02, Norfolk County,34.201742765698135,67,5082,36186,17.6,7.1,34.2,14.1,1.8
,3411.02, Middlesex County,34.20916189831373,67,4336,29760,13.1,10.9,20.700000000000003,21.7,2.4
,4175.02, Norfolk County,34.22443082233738,67,4660,28775,20.3,3.2,24.200000000000003,11,6.4
,6418, Bristol County,34.24609361148526,67,2128,25494,14.799999999999999,12.7,25.80000000000001,11.3,1.5
,8132.09, Hampden County,34.301725928673854,68,6375,27769,6.2,8.5,46.00000000000001,6.7,1.4
,4179.01, Norfolk County,34.30392345985344,68,6450,32407,10.2,6.8,34.3,12.1,4.4
,4179.02, Norfolk County,34.30905185933033,68,3608,27126,9.4,10.2,34.2,11.5,2
,7392, Worcester County,34.323222556577825,68,6433,32433,9.2,5.1,39.60000000000001,7.7,5.2
,7231, Worcester County,34.35146476577989,68,4134,30259,7.1000000000000005,11.5,37.900000000000006,13.4,0.7
,8201.01, Hampshire County,34.38134554219834,68,6431,29484,7.4,6.6,36.4,11.3,4.5
,8110, Hampden County,34.40221659356633,68,4480,26148,16.4,8.6,37.900000000000006,6.6,0.8
,413, Franklin County,34.403650124975265,68,4479,21870,12,6.6,34.400000000000006,17.2,0.6
,6424, Bristol County,34.42070778737697,68,3027,24938,14.4,6.7,38.1,11.4,0.8
,5117.01, Plymouth County,34.46128313424564,68,4444,29463,10.2,6.1,40.2,8.8,3.4
,4177.01, Norfolk County,34.46593822560008,68,5292,37804,11.600000000000001,9.7,38.7,6.8,3.5
,2522.01, Essex County,34.49051845642474,68,3250,31192,9.7,12.4,40.89999999999999,8.9,0
,5211.02, Plymouth County,34.492977666436154,68,3580,28025,10.1,7.1,35.60000000000001,9.7,4
,1104.01, Suffolk County,34.51541617199117,68,3830,26260,14.5,8.2,29.700000000000003,15.1,2.1
,7329.02, Worcester County,34.517376306182015,69,944,3512,13.9,10.3,0.7000000000000028,39.1,0
,9213, Berkshire County,34.53713211345385,69,4777,22280,18,6.9,28.400000000000006,20,0
,3422.02, Middlesex County,34.54128800118338,69,4235,23909,10.5,2.9,38.00000000000001,7,5.6
,1402.02, Suffolk County,34.58331993013356,69,6401,30715,8.7,9.6,36.4,9.1,3.5
,3400, Middlesex County,34.59062596700958,69,2635,32073,11,7.6,36.3,12,3.3
,9352, Berkshire County,34.65775177040586,69,5133,27108,6.4,8,41.7,18,0
Revere,1708, Suffolk County,34.65788678466328,69,5200,27044,19.2,11.2,31.099999999999994,10.8,0
,1104.03, Suffolk County,34.676205021403376,69,4724,35457,11.5,10.3,32,16.6,2.4
,8106.01, Hampden County,34.70235080226657,69,4390,26910,18.2,6.8,40.49999999999999,7.7,0.5
,115, Barnstable County,34.70733186941919,69,3837,30728,6.8,10.3,43.00000000000001,9.5,1.4
,1205, Suffolk County,34.74102286472428,69,2479,39320,14.600000000000001,11.3,24.400000000000006,19.8,3.3
,4135, Norfolk County,34.76531331046079,69,4449,41144,9.2,5.3,32.099999999999994,14.3,7.8
,8217, Hampshire County,34.783108012592884,69,3691,35393,6.2,11.1,41.599999999999994,14.2,1.1
,4225.01, Norfolk County,34.82032667853709,69,5123,31682,7.1,6.5,35.3,12.2,5.7
,1801.01, Suffolk County,34.85082224509646,69,4869,33103,6.800000000000001,7.7,39.39999999999999,8.1,5.2
,2114.01, Essex County,34.87604685584785,70,4074,36165,7.1,9.5,30.799999999999997,11,6.8
,6451.01, Bristol County,34.87678830024405,70,4720,33510,10.1,9.7,39.99999999999999,9,2.6
,7503, Worcester County,34.8799932076351,70,2710,30900,13.7,9.4,40.699999999999996,7.4,1.4
,8216.02, Hampshire County,34.926585423856615,70,3962,31623,9.2,7.9,38.1,19.5,1.1
,6532.03, Bristol County,34.92916440532977,70,5168,31325,29,2.6,42.1,5.5,0.6
,2109, Essex County,34.9447528550086,70,4141,32729,14.399999999999999,6.7,41,11.7,1.7
,4563.02, Norfolk County,34.95419500378928,70,5319,30694,9.6,8,43.60000000000001,13.1,0.8
,3398.02, Middlesex County,34.95523479867293,70,4137,36686,13.3,8.4,33.099999999999994,18.5,2.5
Chelsea,1603, Suffolk County,34.96597857875203,70,2536,35529,11.200000000000001,8.4,36.7,10.4,4.2
Mattapan,1009, Suffolk County,35.01507357431299,70,3975,29866,13.6,11.9,33.8,10.1,1.6
,809, Suffolk County,35.01736164080514,70,3829,23698,4.9,8.3,14.400000000000006,44.5,1.7
,8127.01, Hampden County,35.042547672407494,70,3788,23648,10.4,7.5,40.49999999999999,13.1,0.8
,4180.04, Norfolk County,35.06272367945788,70,4437,27503,15.8,8.9,27.099999999999994,15.1,3.1
,9009, Berkshire County,35.08689590651212,70,5358,29769,8.2,15.7,35.7,11.9,0
Dorchester,911, Suffolk County,35.10611571062809,70,5477,30475,15.8,4.3,30.5,21,3.3
,3213, Middlesex County,35.13832003989663,71,7823,29706,18,3.3,34.39999999999999,12.5,4.3
,2610, Essex County,35.20031814367343,71,3981,26298,7,10.1,34.2,9.2,4.5
,150.02, Barnstable County,35.23564995355465,71,3367,31844,5,10.2,52.699999999999996,7.7,0
,6501.01, Bristol County,35.239530138282234,71,5842,27667,19.3,5.9,39.400000000000006,8.2,1.7
,6301.01, Bristol County,35.246154292018865,71,2740,30675,7.300000000000001,11.9,30.700000000000003,11.6,4.7
,8112, Hampden County,35.3103372621514,71,5603,25823,13.7,6.6,42.099999999999994,6.6,2.4
,8016.02, Hampden County,35.34559865698056,71,4575,26918,13.5,9.9,34.39999999999999,15.5,0.8
,145, Barnstable County,35.35765766236534,71,5717,30846,10.1,7,40.89999999999999,10.5,3.5
,2.02, Suffolk County,35.36607940752806,71,3587,32797,10.5,8.5,28.599999999999994,21,4
,7571, Worcester County,35.36926833511399,71,4593,23698,16.7,8.9,34.2,15.1,0
,7163, Worcester County,35.3832392846329,71,3478,27191,15.100000000000001,7.2,33.599999999999994,14.9,2.4
,7032, Worcester County,35.46734943676092,71,3459,24556,14.6,7,37.7,17.7,0
,3336, Middlesex County,35.50715316539561,71,7528,31811,6.6000000000000005,6.8,31.30000000000001,11.5,8.2
,7441.02, Worcester County,35.513742087887785,71,5172,36279,5.2,6.3,41.099999999999994,12,6.1
,8207, Hampshire County,35.52466836335362,72,5005,35681,7.199999999999999,8.7,30.39999999999999,29.5,2.4
Somerville,3515, Middlesex County,35.53173926031956,72,2701,30706,21.5,1.7,28.60000000000001,11.9,7
,3102, Middlesex County,35.56178191671369,72,7003,22595,10.3,5.9,37,7.1,5.3
,116, Barnstable County,35.594528908914256,72,2377,32266,4.699999999999999,14,40.39999999999999,16.8,0
,6503, Bristol County,35.60956355644066,72,3400,25695,19.9,7.8,35.099999999999994,12.6,0.7
,6533.01, Bristol County,35.652931033597305,72,5237,42600,14.6,8.9,50.3,7.1,1.1
,8216.01, Hampshire County,35.65896953045684,72,3486,35481,4.1,6.2,44.00000000000001,17.6,3.8
,3106.02, Middlesex County,35.67312586193068,72,5331,25676,12.899999999999999,10.5,30.30000000000001,14.5,2.6
,8109.02, Hampden County,35.70469443000269,72,4310,24154,11.2,12.4,33.30000000000001,12.1,1.5
,2214, Essex County,35.71350992379663,72,3292,27851,19.700000000000003,8.6,33.900000000000006,7.2,2.9
,4182, Norfolk County,35.71988691288839,72,7135,35709,8.5,13,32.5,8.4,5.5
,7424.02, Worcester County,35.75503724950625,72,3674,44279,4.4,3.8,34,4.6,14.3
,5452, Plymouth County,35.76696448761357,72,5481,27126,13,9.1,34,14.6,2.4
,4225.02, Norfolk County,35.775959578426786,72,5297,29175,11.6,13.3,31.900000000000006,15.1,1.4
,2081.02, Essex County,35.78271830568882,72,3705,28999,13.5,8.2,36.699999999999996,8.9,3.9
,3419.01, Middlesex County,35.78315364369954,73,1378,25066,8.9,8.7,40.199999999999996,10.4,2.7
,3335.02, Middlesex County,35.788687725400905,73,3503,32012,7.5,9.8,37.8,7.8,5.4
,7075, Worcester County,35.79268315124089,73,5897,22103,16.3,9.5,31.39999999999999,12.9,1.7
,4202.01, Norfolk County,35.79935008410977,73,3579,29552,9.8,10.5,38.099999999999994,17,0.9
,8.02, Suffolk County,35.80195656497303,73,7120,28117,14.4,8.1,13.800000000000011,29.6,5.3
,8113.01, Hampden County,35.81354637896556,73,5755,27982,9.6,6.7,35.30000000000001,13.7,4.9
Dorchester,1006.01, Suffolk County,35.86050095261376,73,5185,30120,13.3,11,28.80000000000001,13.3,4.1
Revere,1705.01, Suffolk County,35.86520652781375,73,3672,30216,14,8.5,32.3,17.5,2.8
,9215, Berkshire County,35.913713955832925,73,3064,23239,12,8.8,41,14.3,0
,2609, Essex County,35.92312837340965,73,4941,26033,16.3,9.5,36.1,10.9,1.5
,3414, Middlesex County,35.95358894648597,73,6397,23701,15.100000000000001,7,29.400000000000006,11,5.3
,6.02, Suffolk County,35.966035896992686,73,3527,27060,16.4,2.1,26.80000000000001,34.5,2
,5113.02, Plymouth County,35.98630521030442,73,3600,29456,13.399999999999999,10.1,40.2,12.9,0.7
,3422.01, Middlesex County,36.01928265206783,73,5e3,23904,25.4,7,31.599999999999994,13,0.7
,3105, Middlesex County,36.14371867269892,74,3508,19444,15.600000000000001,4.5,25.39999999999999,20.7,4.5
,6552, Bristol County,36.180988272138826,74,4529,27862,16.9,6.3,38.8,17.5,0.8
,6139.02, Bristol County,36.213066595239276,74,5032,27601,23.2,6.5,38,9.8,1.3
,3425, Middlesex County,36.25813217310269,74,7459,26272,16.7,8.9,33.60000000000001,8.5,3.8
,8014.02, Hampden County,36.291934025741384,74,2006,24150,17.2,6.3,34.3,9,4.4
,2064, Essex County,36.31216482567645,74,5492,22154,13.5,10.2,34.5,13.4,1.6
,102.06, Barnstable County,36.34824215968471,74,3109,33876,4.9,12.5,50.50000000000001,11.7,0
Somerville,3507, Middlesex County,36.3487375920486,74,6863,37138,11.8,7.5,26.700000000000003,25.6,5.4
,8122.02, Hampden County,36.386310892653306,74,3919,25795,10.5,9.9,34.900000000000006,14.8,2.9
,148, Barnstable County,36.43374624251347,74,3353,37678,7.4,9.3,52.800000000000004,9.4,1.7
,6516, Bristol County,36.45947302663998,74,4158,26788,15.700000000000001,14.3,35,11.3,0
,8124.04, Hampden County,36.500790514645225,74,3905,31753,12.6,11.1,42.199999999999996,7.1,2.5
,1, Suffolk County,36.510204704709246,74,3671,33352,15.5,11.1,25.099999999999994,17.6,4.7
,4201, Norfolk County,36.533015360396,74,7942,28612,12.5,13.3,35.89999999999999,15.2,0.5
,8016.03, Hampden County,36.61129416518153,74,4225,26356,12.9,10.9,38.6,12.9,1.2
,8208.01, Hampshire County,36.6244773127676,75,5468,36348,4.199999999999999,10.7,34.3,25,3.7
Revere,1701, Suffolk County,36.688823305170104,75,7979,24706,16.299999999999997,9.8,32.5,10,3.6
,3835.01, Middlesex County,36.72819287860346,75,4966,29073,18.8,4.5,36.99999999999999,14.1,3.8
,7262, Worcester County,36.73293464718859,75,5578,23597,19.4,7.3,37.5,16.9,0
,5454, Plymouth County,36.74357673002614,75,5821,28510,8.3,12.7,40.699999999999996,15,0.8
,7320.02, Worcester County,36.83526972317656,75,4483,28399,10.3,6.5,41.8,7.6,5.7
,3687, Middlesex County,36.88217877469399,75,2437,28412,17.2,6.2,22.200000000000003,23.1,5.9
,5423, Plymouth County,36.89758076701802,75,7257,27139,8.5,10.4,38.599999999999994,16.8,2.2
,8103, Hampden County,36.90910653851449,75,3164,24717,11.600000000000001,10.8,34,21,0.9
,6315, Bristol County,36.92866710209806,75,2570,28648,17.4,14,33.3,15,0
,5301, Plymouth County,36.95384247254008,75,4074,26539,4.6,15.7,41.300000000000004,14.9,0
,4193, Norfolk County,36.954657649728624,75,4024,30525,8.6,12.2,36.8,15.3,2.9
Somerville,3501.04, Middlesex County,36.994011452145116,75,7032,27982,14.3,8.1,29.299999999999997,21.1,3.9
Cambridge,3524, Middlesex County,37.003494501512115,75,2041,32186,19,6.3,31.30000000000001,25.2,2.2
,2106, Essex County,37.0210837049227,76,4563,26894,13.5,7.9,36.900000000000006,10.1,4.8
,5102, Plymouth County,37.07433748327564,76,7017,22828,16.799999999999997,7.5,37.9,10.3,2.9
,7022, Worcester County,37.09475740988251,76,3391,25456,14.2,12.3,32.8,9.9,3.4
,4203.01, Norfolk County,37.140887848772046,76,6910,28003,11,18.8,33.60000000000001,6.7,1.9
,7095.02, Worcester County,37.21698820098999,76,5939,35166,10.2,11.2,38.599999999999994,6.4,6.2
,8108, Hampden County,37.24933042834105,76,3857,22607,12.399999999999999,12.4,35.7,17,0.4
East Boston,504, Suffolk County,37.25141945263535,76,2437,29587,27.299999999999997,8.9,21.89999999999999,11.6,5.4
,153, Barnstable County,37.26633488566177,76,2861,20550,11.7,8.5,22.5,28.1,3.8
,7328.02, Worcester County,37.33674491978234,76,4703,25195,10.100000000000001,8,36.6,11.2,5.7
,7329.01, Worcester County,37.362677010140054,76,7314,26018,16.799999999999997,8.1,32.5,14.5,4.1
,2066, Essex County,37.402109347665736,76,4008,26716,12.399999999999999,8.2,34.5,16.2,4.4
,1403, Suffolk County,37.41167872581273,76,6830,21049,14.3,6.1,37.3,16.9,2.8
East Boston,512, Suffolk County,37.42501658524576,76,2695,34564,20.1,4.5,28.19999999999999,25.6,4.8
,815, Suffolk County,37.43103852641046,76,2185,22545,10,11,29.10000000000001,29.8,0.6
Revere,1705.02, Suffolk County,37.47049145468861,76,2744,31681,11,8.5,41.300000000000004,15.3,3.5
,101.03, Suffolk County,37.541061956870706,77,3621,9181,1.4,12.3,0.5999999999999943,41.6,6.9
,3423, Middlesex County,37.621961475747064,77,7206,26388,18.2,7.5,31.60000000000001,11.9,5.5
,2173, Essex County,37.699822907326805,77,4565,25775,9.6,9.8,33.89999999999999,16.2,4.8
,2108, Essex County,37.70480119819657,77,4810,22887,14.3,2.2,37.300000000000004,23.5,3.7
,6137, Bristol County,37.71437321983467,77,4115,26908,21.5,11.2,39.7,9.1,0.5
,6316, Bristol County,37.76226406410818,77,4283,21729,17.2,9.6,35.5,12.5,2.4
,7102, Worcester County,37.7889809412725,77,6902,28393,12.1,11.7,39.50000000000001,16.8,1.3
,6141.01, Bristol County,37.82147059027917,77,6863,26072,14.3,9.4,34.599999999999994,14.8,3.9
Dorchester,1004, Suffolk County,37.82482564099623,77,5209,25051,18.5,8.6,32.8,13.4,3.9
,8129.01, Hampden County,37.88449880798269,77,3572,28074,11.3,11.1,38.6,13.5,3.3
,2607, Essex County,37.90415480945399,77,4831,25491,15.6,11.5,35.5,11.4,3
